id,Service name,address,Postal code,Phone number,Service description,keywords,source,postal code filtering,community mental health in Ontario,community mental health in Ontario.1,Clean_Service_Name,City,City_Extraction_Status
4898,Trenton Military and Family Resource Centre,,,,Confidential services and resources that support the well-being of military families serving at 8 Wing/CFB Trenton.,"military families, well-being, confidential services",https://southeastph.ca/health-topics/mental-health/mental-health-services/,-1,0,0,trenton military and family resource centre,,Empty City
4900,Canadian Mental Health Association Hastings Prince Edward Addictions and Mental Health Services,,,,"Offers a variety of programs and services that assist individuals 16 years of age and older, with reaching their short and long-term addictions and mental health goals.","addictions, mental health, programs, individuals",https://southeastph.ca/health-topics/mental-health/mental-health-services/,-1,0,0,canadian mental health association hastings prince edward addictions and mental health services,,Empty City
4901,The Enrichment Centre for Mental Health,,,,"A non-profit agency that strives to enhance the mental wellness and quality of life of people in the community through direct services, education, advocacy, and individual involvement.","mental wellness, quality of life, non-profit, community",https://southeastph.ca/health-topics/mental-health/mental-health-services/,-1,0,0,the enrichment centre for mental health,,Empty City
4902,Rapid Access Addiction Medicine Clinic,,,,"Low-barrier clinics that provide time-limited medical addiction care, including pharmacotherapy, brief counselling, and referrals to community services.","addiction, medical care, counselling",https://southeastph.ca/health-topics/mental-health/mental-health-services/,-1,0,0,rapid access addiction medicine clinic,,Empty City
4910,Crisis Intervention Centre,,,1-888-757-7766,A 24-hour crisis intervention service providing support to those in need.,"crisis intervention, support, 24/7 service",https://cmhahpe.ca/,-1,0,0,crisis intervention centre,,Empty City
4911,9-8-8 Suicide Crisis Helpline,,,2009-08-08,"A 24/7 support service for individuals in crisis, specifically focusing on suicide prevention.","suicide crisis, support service, 24/7 service",https://cmhahpe.ca/,-1,0,0,9 8 8 suicide crisis helpline,,Empty City
4912,Metamorphosis Centre for Change,"Wasaga Beach, Ontario",,1-705-429-3870,"A private medical detox and rehabilitation center focusing on addiction recovery and mental health treatment, offering personalized and holistic support in a supportive environment.","Addiction Treatment, Mental Health, Opiate Addiction Therapy, Medical Detox, Aftercare, Family Support, Holistic Recovery, Substance Abuse Treatment",https://www.bing.com/aclick?ld=e8HAfN3QJ64sKiFwEhMP5DBDVUCUyt_Vs9gV49gr6Gj4RHkb9DaRaUGHOAg5jn2MpJo3ViaULt0GmARnLpS08FmDqfI8I-YN6vwv5oxNF6YrvSHL3b3ibPpZ7NXXzX_-cVUE6SvgeXVlSEv_5L99Zw2v5XHeIF-Phbm7AICccvPMQHjeDZCllYK_2PaCFDlAQ6YJIja_sZdiW_mjZPsW5qIYLsVaE&u=aHR0cHMlM2ElMmYlMmZ3d3cubWV0YW1vcnBob3Npc2NlbnRyZS5jb20lM2Ztc2Nsa2lkJTNkMjUxY2EwNTQxODQzMTc4MThjZTVjOTliN2U5MTU0ZmM&rlid=251ca054184317818ce5c99b7e9154fc,-1,0,0,metamorphosis centre for change,Wasaga Beach,Good
4915,Canadian Centre for Addictions,"Port Hope, Ontario",,1-855-499-9446,"The Canadian Centre for Addictions provides comprehensive addiction treatment services, including support for heroin, cocaine, and prescription drug addictions, tailored to meet individual needs.","addiction treatment, heroin recovery, cocaine recovery, prescription drug addiction, support services",https://www.bing.com/aclick?ld=e8i5rBGbRyVK9SEhv_pEP0zDVUCUy1ou-XqDZ59rFM2GwzpGSyccWHFslh_8XWkx-vEcJ6qUTYDg_ozmoa_L7Ey_5QCSLrBJ9mQZB1CnfdWYqCryDSOrhfDi1PI6UVYpqeL7qKudHGZzd37E9t5B3F_ZNEI4ysA5Hhj5gxli1-9qL9d2QXIuYV70HP1zpihqotdJxby9vHjn_7lQlOFUZmAc965iQ&u=aHR0cHMlM2ElMmYlMmZjYW5hZGlhbmNlbnRyZWZvcmFkZGljdGlvbnMub3JnJTNmbXNjbGtpZCUzZDA0M2E2NTk0M2FiMzFlZTFiY2EzMGM1YjVjNjE2YmI4JTI2dXRtX3NvdXJjZSUzZGJpbmclMjZ1dG1fbWVkaXVtJTNkY3BjJTI2dXRtX2NhbXBhaWduJTNkMDAxX05lYU1vYl9DYW5hZGEoT04pX1NlYXJjaF9Db252Ll9CcmFuZF8yOC4xMS4yMiUyNnV0bV90ZXJtJTNkb250YXJpbyUyNTIwYWRkaWN0aW9ucyUyNTIwbWVudGFsJTI1MjBoZWFsdGglMjZ1dG1fY29udGVudCUzZGNhbmFkaWFuJTI1MjBjZW50ZXIlMjUyMGZvciUyNTIwYWRkaWN0aW9ucw&rlid=043a65943ab31ee1bca30c5b5c616bb8,-1,0,0,canadian centre for addictions,Port Hope,Good
4918,Markham Stouffville Hospital,"Markham, York Region, Ontario, Canada",,,"Markham Stouffville Hospital is an acute care community hospital providing diagnostic and emergency services as well as clinical programs in childbirth, children's health, surgery, medicine, cancer care, and mental health.","acute care, community hospital, diagnostic services, emergency services, mental health, inpatient programs, outpatient programs, childbirth, children's health, surgery, cancer care",https://en.wikipedia.org/wiki/Markham_Stouffville_Hospital,-1,0,0,markham stouffville hospital,Markham,Good
4921,Queensville Community Centre,"Queensville, East Gwillimbury, ON",L0G 1R0,,"Queensville Community Centre is a local park offering playgrounds, walking trails, and picnic areas.","parks, playgrounds, walking trails, picnic areas",https://east-gwillimbury.cdncompanies.com/park/queensville-community-centre-east-gwillimbury/,1,0,0,queensville community centre,East Gwillimbury,Good
4922,Stouffville Medical - HealthSmart Physical Clinic,"208-5892 Main St, Whitchurch-Stouffville, ON",L4A 1T2,905-642-6300,Walk In Clinics,walk-in clinic,https://medimap.ca/clinics/walk-in-clinics/on/queensville,1,0,0,stouffville medical healthsmart physical clinic,Whitchurch-Stouffville,Good
4923,Sharon Medical Walk-In Clinic,"19101 Leslie Street, Sharon, ON",L0G 1V0,905-478-1300,Walk In Clinics,walk-in clinic,https://medimap.ca/clinics/walk-in-clinics/on/queensville,1,0,0,sharon medical walk in clinic,Leslie Street,Good
4924,True Care Medical Clinic,"45 Grist Mill Road - Unit 3, Holland Landing, ON",L9N 1M7,905-535-2345,Walk In Clinics,walk-in clinic,https://medimap.ca/clinics/walk-in-clinics/on/queensville,1,0,0,true care medical clinic,Holland Landing,Good
4925,Primacy - Trinity Medical Centre & Travel Clinic,"201-18120 Yonge Street, East Gwillimbury/Newmarket, ON",L9N0J3,905-895-0008,Walk In Clinics,walk-in clinic,https://medimap.ca/clinics/walk-in-clinics/on/queensville,1,0,0,primacy trinity medical centre & travel clinic,East Gwillimbury,Good
4926,Woodbine Medical Centre,"716 The Queensway S, Keswick, ON",L4P 4C9,905-476-0308,Walk In Clinics,walk-in clinic,https://medimap.ca/clinics/walk-in-clinics/on/queensville,1,0,0,woodbine medical centre,Keswick,Good
4927,Georgina Health Centre - Walk-in Medical Clinic,"716 The Queensway S, Keswick, ON",,905-535-5556,Walk In Clinics,walk-in clinic,https://medimap.ca/clinics/walk-in-clinics/on/queensville,-1,0,0,georgina health centre walk in medical clinic,Keswick,Good
4928,York Medical Medicentres - Newmarket,"17730 Leslie Street, Newmarket, ON",L3Y 3E4,905-853-0404,Walk In Clinics,walk-in clinic,https://medimap.ca/clinics/walk-in-clinics/on/queensville,1,0,0,york medical medicentres newmarket,Newmarket,Good
4929,York Medical - Green Lane,"181 Green Lane E, East Gwillimbury, ON",,905-868-9243,Walk In Clinics,walk-in clinic,https://medimap.ca/clinics/walk-in-clinics/on/queensville,-1,0,0,york medical green lane,East Gwillimbury,Good
4930,Southlake Family Health Team - Newmarket,"581 Davis Drive - Unit 201, Newmarket, ON",L3Y 2P6,905-853-3103,Walk In Clinics,walk-in clinic,https://medimap.ca/clinics/walk-in-clinics/on/queensville,1,0,0,southlake family health team newmarket,Newmarket,Good
4931,Georgina Family Medical Centre,"417 The Queensway South - Suite 201, Keswick, ON",L4P 2C7,905-989-7800,Walk In Clinics,walk-in clinic,https://medimap.ca/clinics/walk-in-clinics/on/queensville,1,0,0,georgina family medical centre,Keswick,Good
4934,Thrive | Belleville and Quinte West Community Health Centre,,,,"Support for pregnant or parenting women struggling with drug use, offering case management, home visits, and parenting support.","pregnant women, parenting support, drug use, case management, home visits",https://www.pfcqw.ca/resources,-1,0,0,thrive belleville and quinte west community health centre,,Empty City
4935,Sexual Assault Center for Quinte and District,,,,"Free, non-judgmental counselling and support for survivors of sexual violence aged 16+; also supports loved ones of survivors.","sexual violence, counselling, support, survivors",https://www.pfcqw.ca/resources,-1,0,0,sexual assault center for quinte and district,,Empty City
4936,Enrichment Centre for Mental Health,,,,"Free short-term counselling for adults 18+ in Hastings, Prince Edward, and Brighton. No couples or children. Call to check eligibility.","counselling, mental health, adults, Hastings",https://www.pfcqw.ca/resources,-1,0,0,enrichment centre for mental health,,Empty City
4937,Youthab,,,,"Free counselling for youth ages 16–24. Support includes mental health, substance use, eating disorders, and referrals to additional services.","counselling, youth, mental health, substance use, eating disorders",https://www.pfcqw.ca/resources,-1,0,0,youthab,,Empty City
4938,QHC Crisis Intervention Line,,,1-888-757-7766,24/7 support for anyone 16+ in emotional or mental health crisis. No referral needed.,"crisis support, mental health, 24/7 support",https://www.pfcqw.ca/resources,-1,0,0,qhc crisis intervention line,,Empty City
4939,Sexual Assault Centre for Quinte & District,,,1-877-544-6424,24/7 confidential crisis line for survivors of sexual violence.,"sexual violence, crisis line, survivors",https://www.pfcqw.ca/resources,-1,0,0,sexual assault centre for quinte & district,,Empty City
4940,Three Oaks Foundation – Women’s Shelter,,,613-966-3074 or 1-800-267-0533,24/7 crisis support and safe shelter for women and children facing domestic violence.,"domestic violence, crisis support, shelter",https://www.pfcqw.ca/resources,-1,0,0,three oaks foundation women s shelter,,Empty City
4941,Belleville & Quinte West Community Health Centre (Belleville Site),,,,Provides various health services to support mental health and wellness in the community.,"healthcare, mental health, wellness",https://bayofquinte.ca/boq-events/community-events/,-1,0,0,belleville & quinte west community health centre,,Empty City
4943,Providence Care,"752 King St W, Kingston, ON",K7M 3V5,,"Provides forensic mental health services for justice-involved adults, including court-ordered assessments and outpatient services for individuals at risk of reoffending.","forensic mental health, court-ordered assessment, justice-involved individuals, outpatient services",https://psychiatry.queensu.ca/divisions/division-forensic-and-correctional-psychiatry,1,0,0,providence care,Kingston,Good
4945,Community Mental Health Programs - District of Rainy River,,,,"Community mental health programs provide a variety of services to help support people who have ongoing mental health issues living in the community. Services offered include information and referral, case management, housing supports, rehabilitation, employment assistance, counselling, support groups and social and recreational opportunities, and peer support services for consumers and survivors.","community mental health, information and referral, case management, housing supports, rehabilitation, employment assistance, counselling, support groups, social and recreational opportunities, peer support services",https://northwesthealthline.ca/listCategories.aspx?id=10237&region=DistrictofRainyRiver,-1,0,0,community mental health programs district of rainy river,,Empty City
4951,Metamorphosis Centre for Change,"Wasaga Beach, Ontario",,1-705-429-3870,"Private medical detox program offering personalized care in a secure setting for addiction recovery, alongside various therapy and support programs.","addiction recovery, medical detox, personalized care, therapy, support programs",https://www.bing.com/aclick?ld=e8_OZRigxxZAW0s0Hl0nPBqzVUCUxg_1Fq1sqffsNO38scuDCGe3iqUDW4ss12jjVncPSpeA-F4IAEWRHx3jaN_43JTQ5RsQZeatYUa1PTWLPvbShC7jnwoA7enntejUupKzm_cA2_nfJe7B8KYmVFf1aqXcplOjd1VODZkgKEVqRyr4xkdWDfufaGJYWkvET8qe8XRHYQXge-mhtrqoJ1ldgHJ8ZXzPI-G1NOuEF63SAhwdtO&u=aHR0cHMlM2ElMmYlMmZ3d3cubWV0YW1vcnBob3Npc2NlbnRyZS5jb20lM2Ztc2Nsa2lkJTNkZjM4ZmQ2YjlmMzA3MTFkYTVlZThiZjc2OTQ3MWIxNjU&rlid=f38fd6b9f30711da5ee8bf769471b165,-1,0,0,metamorphosis centre for change,Wasaga Beach,Good
4953,EHN Guardians Gateway,2225 Lansdowne St West,K9J 0G5,1-866-938-6138,"EHN Guardians Gateway provides a supportive environment for individuals seeking recovery from addiction, offering a range of treatment programs designed to meet individual needs.","addiction, recovery, treatment programs, supportive environment",https://www.bing.com/aclick?ld=e8DXWRz_w9ChURvXecmYVmzDVUCUz2Xqumg8rYRQ2pu9eOUQaXMQhZhCUeMuAMvrpJ7H4iUdJN8dzBLTW34hJjZrLKgpxHksUali8H9pzPAwRv2IvDaxsSjFdrJgulbEbVk1pRdcvN8hTTAxTidhRU9vtRbekOgwq8NKUBvnEn1w0-W4SWl1O0iwq0u71cFbJ9eo0hCe6dkUGXJXt5ar_o5fZKSFwTEMt8uDq40comdrfOcm_i&u=aHR0cHMlM2ElMmYlMmZ3d3cuZWRnZXdvb2RoZWFsdGhuZXR3b3JrLmNvbSUyZmxvY2F0aW9ucyUyZmJlbGx3b29kJTJmcHJvZ3JhbXMlMmZjb3JlLWFkZGljdGlvbi1tZW50YWwtaGVhbHRoLXByb2dyYW0lMmYlM2Z1dG1fY2FtcGFpZ24lM2RTVURfQ2VudHJhbF9TdWJzdGFuY2UtVXNlLURpc29yZGVyX0IyQ19CQV9NRl9CV19BVUczMTIyJTI2dXRtX2FkZ3JvdXAlM2RkcnVnJTI1MjBhZGRpY3Rpb24lMjUyMHRyZWF0bWVudCUyNnV0bV9zb3VyY2UlM2RiaW5nJTI2dXRtX21lZGl1bSUzZGNwYyUyNnV0bV90ZXJtJTNkdHJlYXRtZW50JTI1MjBjZW50ZXJzJTI1MjBuZWFyJTI1MjBtZSUyNnV0bV9jb250ZW50JTNkJTI2bXNjbGtpZCUzZDZkOTY4MzRlZmFhNTFkZTFkYTZhZWE4MTlkZDNmMmM5&rlid=6d96834efaa51de1da6aea819dd3f2c9,1,0,0,ehn guardians gateway,Lansdowne St West,Good
4958,Red Lake Family Health Team,Red Lake Clinic Home,,,"Provides various healthcare services including family physician services, diabetes education, and screening & prevention programs.","healthcare, family physicians, diabetes education, screening, prevention",https://www.redlakeclinic.com/community-partners.html,-1,0,0,red lake family health team,Red Lake Clinic Home,Good
4959,Community Care Access Centre (CCAC),,,807-727-3455,"Delivers a seamless experience through the health system, providing equitable access, individualized care coordination, and quality healthcare.","healthcare, care coordination, access",https://www.redlakeclinic.com/community-partners.html,-1,0,0,community care access centre,,Empty City
4960,Northwestern Health Unit,,,807-727-2626,"Employs various programs to improve the quality and length of life in communities, including immunizations, well-baby care, and sexual health services.","health programs, immunizations, sexual health, well-baby",https://www.redlakeclinic.com/community-partners.html,-1,0,0,northwestern health unit,,Empty City
4962,Red Lake Margaret Cochenour Memorial Hospital - Mental Health Counselling,"146 Howey St, Lower level",P0V 2M0,807-727-1100,"Provides services to individuals and families with mental health issues including individualized assessment, crisis intervention, counselling, and treatment, as well as client-directed goal planning and referrals to other services and resources.","mental health, counselling, crisis intervention, individualized assessment, client-directed goal planning, referrals",https://211north.ca/record/65301668/,1,0,0,red lake margaret cochenour memorial hospital mental health counselling,Lower Level,Good
4963,John Reesor Centre,,,,,,https://hiro.ca/services/,-1,0,0,john reesor centre,,Empty City
4964,Head Injury Rehabilitation Ontario (HIRO),"225 King William Street, Suite 508, Hamilton, ON",L8R 1B1,905-523-8852,"A community service center that provides tailored rehabilitation programs for individuals who have suffered from acquired brain injuries, focusing on skill building and functional goal attainment.","rehabilitation, brain injury, community services, independent living skills, mental health",https://hiro.ca/services/,1,0,0,head injury rehabilitation ontario,Hamilton,Good
4967,Starling Community Services,,,,"Provides up to six months of full-time live-in treatment services for youth aged 12 to 17 living with intensive mental health needs, including a step-up step-down program.","mental health care, youth services, live-in treatment, step-up step-down program, intensive support.",https://starlingcs.ca/blog/2024/ontario-connecting-youth-to-specialized-mental-health-care-in-waterloo-region,-1,0,0,starling community services,,Empty City
4969,PASS Kit,,,,"A social startup providing students with a kit for Panic, Anxiety, and Stress Support containing tools to manage stress and improve awareness of mental health symptoms.","mental health support, anxiety, stress management, toolkit",https://uwaterloo.ca/news/growing-mental-health-conversation,-1,0,0,pass kit,,Empty City
4973,Niagara Suicide Prevention Coalition (NSPC),,,1-866-550-5205 (Toll Free),Offers support and resources for suicide prevention in the Niagara region.,"suicide prevention, support, resources",https://primarycare.ementalhealth.ca/Niagara-Regional-Municipality/KeyResources/index.php?m=keyResources,-1,0,0,niagara suicide prevention coalition,,Empty City
4975,Mackenzie Health,,,,"Offers many outpatient programs and services for adults and families experiencing mental health challenges, as well as an adult inpatient mental health unit.","outpatient programs, mental health services, inpatient unit",https://www.wcyr.ca/crisis,-1,0,0,mackenzie health,,Empty City
4977,Victim Services of York Region,,,,"Provides immediate emotional support, practical assistance, information, and referrals to individuals victimized by crime or tragic circumstance.","victim support, emotional support, referrals",https://www.wcyr.ca/crisis,-1,0,0,victim services of york region,,Empty City
4978,Yellow Brick House,,,,"Provides emergency shelter, crisis counselling, parenting support, legal information, and transitional housing support.","shelter, crisis counselling, parenting support, legal support",https://www.wcyr.ca/crisis,-1,0,0,yellow brick house,,Empty City
4980,Domestic Abuse and Sexual Assault (DASA) Care Centre of York Region,,,,"Free care for victims/survivors of domestic abuse and sexual assault, including emergency care, examination, testing, follow-up care, and counselling.","domestic abuse, sexual assault, counselling, emergency care",https://www.wcyr.ca/crisis,-1,0,0,domestic abuse and sexual assault care centre of york region,,Empty City
4981,"Sandgate, Women's Shelter of York Region Inc",,,,"Offers a wide range of services to support and empower women and children transitioning away from violence, including housing support and child services.","women's shelter, housing support, child services",https://www.wcyr.ca/crisis,-1,0,0,sandgate women s shelter of york region inc,,Empty City
4983,Assaulted Women's Helpline,,,1-866-863-0511,"A free, confidential 24-hour crisis telephone line for women who have experienced abuse, providing crisis counselling and emotional support.","abuse support, crisis counselling, 24-hour helpline",https://www.wcyr.ca/crisis,-1,0,0,assaulted women s helpline,,Empty City
4984,York Region Centre for Community Safety,,,,"Provides services for survivors of intimate partner violence, family violence, and human trafficking, offering comprehensive support services.","community safety, violence support, holistic supports",https://www.wcyr.ca/crisis,-1,0,0,york region centre for community safety,,Empty City
4985,York Support Services Network - Developmental Services Office (DSO),,,,Helps adults with developmental disabilities access services and supports in their communities within the Central East Region.,"developmental disabilities, community services, support access",https://www.wcyr.ca/crisis,-1,0,0,york support services network developmental services office,,Empty City
4987,,,,,"Mobile Mental Health Clinics to provide a full suite of mental health and addictions services directly to individuals living in remote, rural, and underserved communities.","Mobile Mental Health Clinics, addictions services, remote health care",https://thepointer.com/article/2022-02-28/increased-demand-for-mental-health-support-adds-further-strain-to-peel-s-underfunded-system,-1,0,0,,,Empty City
4988,,,,,Youth Wellness Hubs offering developmentally tailored primary care and mental health and addictions treatment for youth ages 12 to 25.,"Youth Wellness Hubs, primary care, mental health treatment, addictions treatment",https://thepointer.com/article/2022-02-28/increased-demand-for-mental-health-support-adds-further-strain-to-peel-s-underfunded-system,-1,0,0,,,Empty City
4989,Black Health and Social Services Hub Peel,19 Rutherford Road South Unit 2,,,"A major initiative designed to address systemic inequities in healthcare access for Black, African and Caribbean communities, integrating primary care, mental health and addictions, and social services in a culturally responsive environment.","healthcare access, mental health, social services, community health, culturally appropriate care",https://www.newswire.ca/news-releases/new-home-for-the-black-health-and-social-services-hub-in-brampton-signals-shift-in-how-care-is-delivered-across-peel-region-818039668.html,-1,0,0,black health and social services hub peel,Rutherford Road South Unit,Good
4990,LAMP Community Health Centre,,,,Provides various community health services including mental health support as part of the collaborative initiative for the Black Health and Social Services Hub.,"community health, mental health, social services",https://www.newswire.ca/news-releases/new-home-for-the-black-health-and-social-services-hub-in-brampton-signals-shift-in-how-care-is-delivered-across-peel-region-818039668.html,-1,0,0,lamp community health centre,,Empty City
4992,Durham Community Health Centre,"Oshawa, Ontario",,,Provides community health services aimed at improving physical and mental health through collaborative partnerships.,"community health, mental health, physical health, partnerships",https://ca.linkedin.com/company/durham-oht,-1,0,0,durham community health centre,Oshawa,Good
4993,Community Care Durham,"Whitby, Ontario",,,Offers various health and social services to support residents in maintaining their health and wellness.,"health services, social services, community support, wellness",https://ca.linkedin.com/company/durham-oht,-1,0,0,community care durham,Whitby,Good
4994,Durham Region Health Department Port Perry Office,181 Perry Street,,,Offers various health department programs and services including public health support.,"health department, programs, services, public health",https://www.uxbridge.ca/town-hall/news-and-notices/post/regional-service-impacts-in-observance-of-easter-holidays,-1,0,0,durham region health department port perry office,Perry Street,Good
4995,Adult Day Program at Hillsdale Estates,50 Hillcrest Avenue,,,"Provides day programming for adults, focusing on community involvement and therapeutic support.","adult day program, community involvement, therapeutic support",https://www.uxbridge.ca/town-hall/news-and-notices/post/regional-service-impacts-in-observance-of-easter-holidays,-1,0,0,adult day program at hillsdale estates,Hillcrest Avenue,Good
4996,Community Resource Centre,200 John Street West,,,A resource center providing community support and information services to residents.,"community resource, support, information services",https://www.uxbridge.ca/town-hall/news-and-notices/post/regional-service-impacts-in-observance-of-easter-holidays,-1,0,0,community resource centre,John Street West,Good
4997,Halton Region Community Clinic,"YMCA of Oakville, 410 Rebecca Street",,,A community clinic providing COVID-19 vaccinations to residents.,"community clinic, COVID-19 vaccination, healthcare services",https://www.halton.ca/News/Media-Releases/2021/More-clinics-available-in-Halton-this-week-Provin,-1,0,0,halton region community clinic,Oakville,Good
4998,Provincial Pop-up Clinic,"St. Thomas Aquinas Catholic Secondary School, 124 Dorval Drive",,,A pop-up clinic offering COVID-19 vaccinations to residents aged 12 and older.,"pop-up clinic, COVID-19 vaccination, healthcare services",https://www.halton.ca/News/Media-Releases/2021/More-clinics-available-in-Halton-this-week-Provin,-1,0,0,provincial pop up clinic,124 Dorval Drive,Good
4999,Halton Regional Centre - Access Halton,1151 Bronte Rd,L6M 3L1,905-825-6000,"Provides a wide range of information on government services whether municipal, regional, provincial or federal at one location.","information and referral, government services, public access computer",https://www.wwhealthline.ca/displayService.aspx?id=111327,1,0,0,halton regional centre access halton,Bronte Rd,Good
5001,Contact Niagara for Children's and Developmental Services,,,,Offers services for children's mental health and developmental needs.,"children's mental health, developmental services",https://www.ementalhealth.ca/Niagara-Regional-Municipality/Home/index.php?m=home,-1,0,0,contact niagara for children s and developmental services,,Empty City
5002,Francophone Community Health Center,,,,Provides health services including mental health support to the Francophone community.,"health services, mental health support, Francophone",https://www.ementalhealth.ca/Niagara-Regional-Municipality/Home/index.php?m=home,-1,0,0,francophone community health center,,Empty City
5003,INCommunities Mental Health and Addictions Access Line,,,,A helpline for mental health and addictions support and resources.,"mental health, addictions, helpline",https://www.ementalhealth.ca/Niagara-Regional-Municipality/Home/index.php?m=home,-1,0,0,incommunities mental health and addictions access line,,Empty City
5005,Oak Center,,,,"Oak Centre is a psychosocial rehabilitation program for people with serious and ongoing mental health issues, following the clubhouse approach and focusing on employment opportunities.","psychosocial rehabilitation, mental health, employment, support",https://www.gatewayofniagara.ca/site/resource-links,-1,0,0,oak center,,Empty City
5006,Consumer Survivor Initiative (CSI),,,,"A consumer/survivor group that offers support, education, advocacy, and resources for consumers of the mental health system.","support, education, advocacy, resources, consumer/survivor",https://www.gatewayofniagara.ca/site/resource-links,-1,0,0,consumer survivor initiative,,Empty City
5007,Canadian Mental Health Association (CMHA),,,,The Canadian Mental Health Association supports the resilience and recovery of people experiencing mental illness.,"mental health, resilience, recovery",https://www.gatewayofniagara.ca/site/resource-links,-1,0,0,canadian mental health association,,Empty City
5008,Community Addiction Services of Niagara (CASON),,,,"CASON helps individuals with alcohol, drug, and gambling problems through comprehensive assessments and treatment planning.","addiction, treatment, assessment, counselling",https://www.gatewayofniagara.ca/site/resource-links,-1,0,0,community addiction services of niagara,,Empty City
5010,Distress Center of Niagara,,,,"A 24-hour, free, confidential telephone crisis intervention line available to anyone in need in the Niagara Region.","crisis intervention, confidential, telephone service",https://www.gatewayofniagara.ca/site/resource-links,-1,0,0,distress center of niagara,,Empty City
5011,Community Mental Health Services - Public Health Niagara,,,,Mental health links and resources provided by Public Health Niagara.,"mental health, resources, Public Health",https://www.gatewayofniagara.ca/site/resource-links,-1,0,0,community mental health services public health niagara,,Empty City
5012,RAFT,,,,"The Raft provides support services, programs, and resources to youth throughout the Niagara Region.","youth, support services, programs, resources",https://www.gatewayofniagara.ca/site/resource-links,-1,0,0,raft,,Empty City
5013,Niagara Health System,,,,A multi-site hospital amalgamation serving residents across the Regional Municipality of Niagara.,"hospital, health services, multi-site",https://www.gatewayofniagara.ca/site/resource-links,-1,0,0,niagara health system,,Empty City
5014,The Renfrew Center Foundation,,,1-800-RENFREW,"A non-profit organization dedicated to advancing education, prevention, research, advocacy, and treatment for eating disorders.","eating disorders, treatment, prevention, research, advocacy",https://renfrewcenter.com/foundation/,-1,0,0,the renfrew center foundation,,Empty City
5020,Renfrew County Addiction Treatment System,,,1-800-265-0197,"Delivers comprehensive, integrated alcohol, drug and gambling addiction assessment, counselling, and treatment programs.","addiction treatment, counselling, comprehensive services",https://www.rcdhu.com/healthy-living/mental-health/,-1,0,0,renfrew county addiction treatment system,,Empty City
5021,Kids Help Phone,,,1-800-668-6868,"Provides confidential 24/7 phone, live chat, and text counselling support to children, youth, and young adults.","confidential support, counselling, children, youth",https://www.rcdhu.com/healthy-living/mental-health/,-1,0,0,kids help phone,,Empty City
5023,ConnexOntario,,,1-866-531-2600,"Free and confidential health services information and referral for people experiencing problems with alcohol and drugs, mental illness, or gambling. Helpline, text, and online chat available.","health services information, referral, alcohol, drugs, mental illness, gambling",https://www.rcdhu.com/healthy-living/mental-health/,-1,0,0,connexontario,,Empty City
5026,BounceBack®,,,,"Free skill-building program designed to help adults and youth 15+ manage low mood, mild to moderate depression and anxiety, stress or worry.","skill-building, depression management, anxiety management",https://www.rcdhu.com/healthy-living/mental-health/,-1,0,0,bounceback,,Empty City
5028,Renfrew County Virtual Triage and Assessment Centre,,,1-844-727-6404,The RC VTAC provides primary care solutions to reduce the demand on Emergency Departments and offers access to health assessments for residents without a family physician or who cannot reach theirs.,"virtual triage, assessment, primary care, COVID-19, health concerns, telehealth, nurse practitioners, community paramedics, emergency department reduction",https://www.countyofrenfrew.on.ca/en/news/new-pandemic-healthcare-service-renfrew-county-virtual-triage-and-assessment-centre.aspx,-1,0,0,renfrew county virtual triage and assessment centre,,Empty City
5029,Renfrew Recovery Centre,Calgary,,,"Renfrew Recovery Centre is an inpatient facility offering medically supported detoxification services for withdrawal from alcohol and other drugs, as well as gambling stabilization in a safe and supportive environment.","inpatient facility, detoxification services, alcohol, drugs, gambling stabilization, supportive environment",https://www.albertahealthservices.ca/services/renfrewrecoverycentre.aspx,-1,0,0,renfrew recovery centre,Calgary,Good
5030,Oak Ridges Community Centre and Pool,12895 Bayview Avenue,L4E 3G2,905-773-4630,"Richmond Hill's Oak Ridges Community Centre is a facility dedicated to promoting healthy and active lifestyles through a variety of recreational programs, including a leisure pool, gymnasium, and fitness classes.","community center, recreation, fitness, swimming, leisure pool, gymnasium, programs",https://www.richmondhill.ca/en/things-to-do/Oak-Ridges-Community-Centre.aspx,1,0,0,oak ridges community centre and pool,Bayview Avenue,Good
5031,Viva Health Centre,9580 Yonge Street Unit #6,L4C 1V6,905-237-8482,"A healthcare center offering services like walk-in clinic, family medicine, nephrology, endocrinology, pharmacy, dietitian, and vaccinations.","healthcare, walk-in clinic, family medicine, nephrology, endocrinology, pharmacy, dietitian, vaccinations",https://vivahealthcentres.com/2026/03/12/why-am-i-always-tired-when-to-see-a-doctor-in-ontario/,1,0,0,viva health centre,Yonge Street Unit,Good
5033,Dynacare Laboratory and Health Services Centre,"328 Hwy 7 E, Unit 210",L4B 3P7,905.881.4619,"Dynacare offers blood and medical testing services, specializing in various health solutions including genetic testing and health screenings.","blood testing, medical testing, genetic testing, health solutions, community outreach",https://www.dynacare.ca/specialpages/secondarynav/find-a-location/richmond-hill.aspx,1,0,0,dynacare laboratory and health services centre,Unit 210,Good
5039,First Step Men's Therapy,"359 Kent St., Ottawa, ON",K2P 0R6,(613) 917-0765,"Psychotherapist, Mental Health Services, Marriage Counselor","Psychotherapist, Mental Health Services, Marriage Counselor",https://www.bbb.org/ca/on/rideau-ferry/category/mental-health-services,1,0,0,first step men s therapy,Ottawa,Good
