id,Service name,Clean_Service_Name,City,best_match_gt,similarity_score,is_match
4399,Connex Ontario,connex ontario,,Spinal Cord Injury Ontario,73,True
4400,Kids Help Phone,kids help phone,,Indwell,57,False
4401,Porchlight,porchlight,,Brightshores Health System,62,False
4406,North York Community House (NYCH),north york community house,,Eden Community Homes,78,True
4419,Northeastern Manitoulin Family Health Team,northeastern manitoulin family health team,,Brightshores Health System,59,False
4420,Assiginack Family Health Team,assiginack family health team,,Family Mental Health Support Network of Niagara,62,False
4425,Advance Therapy ABA Services,advance therapy aba services,-,Canadian Mental Health Association Hastings Prince Edward,48,False
4430,Canadian Centre for Addictions,canadian centre for addictions,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",59,False
4431,Canadian Centre for Addictions,canadian centre for addictions,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",59,False
4432,Canadian Centre for Addictions,canadian centre for addictions,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",59,False
4433,Canadian Centre for Addictions,canadian centre for addictions,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",59,False
4435,"Jeunesse, J’écoute",jeunesse j écoute,,Southwest Ontario Aboriginal Health Access Centre,52,False
4436,Tel-Aide Outaouais,tel aide outaouais,,"Keystone Child, Youth and Family Services",56,False
4437,Interligne,interligne,,PLEO - Parents' Lifeline,71,False
4440,Ligne d’écoute d’espoir pour le mieux-être,ligne d écoute d espoir pour le mieux être,,Wellkin,55,False
4449,Parent’s Lifeline of Eastern Ontario (PLEO),parent s lifeline of eastern ontario,,PLEO - Parents' Lifeline,84,True
4451,Black Youth Helpline,black youth helpline,,Wellkin,71,False
4452,Fondation FAMHAS,fondation famhas,,General Topics and Information - Halton Hills,62,False
4453,Ligne d’urgence canadienne contre la traite des personnes,ligne d urgence canadienne contre la traite des personnes,,Recovery Canada,67,False
4461,Oak Ridges Medical and Urgent Care Centre,oak ridges medical and urgent care centre,Yonge St,Addiction Services Central Ontario,51,False
4462,Oak Ridges Community Centre,oak ridges community centre,,Eden Community Homes,70,False
4467,Halton Crisis Outreach and Support Team (COAST),halton crisis outreach and support team,,YWCA Toronto - Housing and Supports,58,False
4475,"Amanda Rennick-Hazen, M.E.d, RP, GC-C, TITC-CT, TITC-ST",amanda rennick hazen m e d rp gc c titc ct titc st,,Niagara (Region of). Public Health and Emergency Services,46,False
4480,Well Beings Counselling Clinic,well beings counselling clinic,-,Wellkin,73,True
4489,Canadian Centre for Addictions,canadian centre for addictions,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",59,False
4490,Crawford Therapy,crawford therapy,,CMHA Thames Valley Addiction and Mental Health Services,50,False
4495,Ontario Community Support Association,ontario community support association,,Eden Community Homes,67,False
4496,Ontario Association of Mental Health Professionals,ontario association of mental health professionals,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",67,False
4504,Sunrise Centre,sunrise centre,,Southwest Ontario Aboriginal Health Access Centre,78,True
4505,Canadian Mental Health Clinic,canadian mental health clinic,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",88,True
4510,Huronia Regional Centre,huronia regional centre,,National Eating Disorder Information Centre,65,False
4511,nan,nan,,National Eating Disorder Information Centre,80,True
4512,Canadian Mental Health Association,canadian mental health association,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",100,True
4515,Gilbert Centre,gilbert centre,,National Eating Disorder Information Centre,67,False
4521,mindyourmind,mindyourmind,,Indwell,60,False
4528,Canadian Centre for Addictions,canadian centre for addictions,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",59,False
4534,Rural Ottawa Youth Home,rural ottawa youth home,,Eden Community Homes,58,False
4536,Hopewell,hopewell,,Indwell,73,True
4539,Trans Lifeline,trans lifeline,,PLEO - Parents' Lifeline,88,True
4544,SASC (Sexual Assault Support Centre),sasc,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",75,True
4571,Grey Bruce Community Vaccine Clinic - Owen Sound,grey bruce community vaccine clinic owen sound,,Eden Community Homes,65,False
4579,Crossroads Louisiana,crossroads louisiana,,YWCA Toronto - Housing and Supports,55,False
4580,Plaquemines Community CARE Centers Foundation,plaquemines community care centers foundation,,Eden Community Homes,65,False
4581,New Orleans Psychoanalytic Center,new orleans psychoanalytic center,,National Eating Disorder Information Centre,51,False
4582,Brightside Therapy Collective,brightside therapy collective,,Brightshores Health System,60,False
4590,Feel Better Now,feel better now,-,Canadian Mental Health Association Hastings Prince Edward,40,False
4596,Kleinburg Intergrative Health,kleinburg intergrative health,-,Canadian Mental Health Association Hastings Prince Edward,51,False
4598,Complete Rehab Centre - Mental Health,complete rehab centre mental health,-,Canadian Mental Health Association Hastings Prince Edward,60,False
4605,Here 24/7,here 24 7,,Hanover Place,47,False
4630,ComForCare Home Care,comforcare home care,-,Canadian Mental Health Association Hastings Prince Edward,44,False
4632,Metamorphosis Centre for Change Ltd,metamorphosis centre for change ltd,,Parents For Children's Mental Health,56,False
4642,Pathways Alcohol and Drug Treatment Services of Renfrew County,pathways alcohol and drug treatment services of renfrew county,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",57,False
4654,Mental Health Services of Renfrew County,mental health services of renfrew county,,"Lakeridge Health, Durham Mental Health Services",72,True
4655,Robbie Dean Counselling Centre,robbie dean counselling centre,,Wellkin,71,False
4656,Phoenix Centre for Children & Families,phoenix centre for children & families,,Parents For Children's Mental Health,65,False
4658,Women’s Sexual Assault Centre,women s sexual assault centre,,Southwest Ontario Aboriginal Health Access Centre,60,False
4659,Domestic Violence Support/Crisis Helpline,domestic violence support crisis helpline,,Wellkin,71,False
4660,Mental Health Crisis Line,mental health crisis line,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",72,True
4672,Canadian Centre for Addictions,canadian centre for addictions,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",59,False
4705,"Canadian Mental Health Association Haliburton, Kawartha, Pine Ridge - Lindsay Office",canadian mental health association haliburton kawartha pine ridge lindsay office,Lindsay St S,"Canadian Mental Health Association Haliburton, Kawartha, Pine Ridge",100,True
4717,nan,nan,,National Eating Disorder Information Centre,80,True
4719,nan,nan,,National Eating Disorder Information Centre,80,True
4727,Mishkeegogamang Early Years Gd,mishkeegogamang early years gd,,Hanover Place,46,False
4736,Community Living Prince Edward,community living prince edward,King St,Peterborough Family Health Team,36,False
4737,Alternatives for Women,alternatives for women,,Parents For Children's Mental Health,59,False
4738,Community Support Resources Directory,community support resources directory,,Eden Community Homes,71,False
4744,Community Support Services of Niagara,community support services of niagara,,Eden Community Homes,71,False
4747,Niagara Health Mental Health and Addictions Program,niagara health mental health and addictions program,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",71,False
4750,Start Me Up Niagara,start me up niagara,,Consumer/Survivor Initiative of Niagara,70,False
4761,Canadian Mental Health Association,canadian mental health association,-,Canadian Mental Health Association Hastings Prince Edward,100,True
4762,Mood Disorders Ottawa Support Group,mood disorders ottawa support group,-,Canadian Mental Health Association Hastings Prince Edward,33,False
4764,Canadian Centre for Addictions,canadian centre for addictions,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",59,False
4775,Mercy Hospice,mercy hospice,,Huron Health System - Alexandra Marine and General Hospital,62,False
4776,Catholic Social Services,catholic social services,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",68,False
4777,"Dr. Sarah McNeil, Clinical Psychologist",dr sarah mcneil clinical psychologist,,Indwell,57,False
4780,Macomb County Community Mental Health,macomb county community mental health,,Canadian Mental Health Association. Simcoe County Branch,70,False
4781,nan,nan,,National Eating Disorder Information Centre,80,True
4786,Canadian Centre for Addictions,canadian centre for addictions,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",59,False
4789,Counselling Bruce County,counselling bruce county,,Wellkin,71,False
4790,"Ashley Baldwin MSW, RSW",ashley baldwin msw rsw,,CMHA Thames Valley Addiction and Mental Health Services,50,False
4791,"Stephanie Brien MSW, RSW",stephanie brien msw rsw,,Partnering Horses with Humans,53,False
4792,"Sarah Pedersen MSW, RSW",sarah pedersen msw rsw,,Niagara (Region of). Public Health and Emergency Services,50,False
4793,Marissa Moran RP,marissa moran rp,,Huron Health System - Alexandra Marine and General Hospital,56,False
4794,Melri Wright RP (Qualifying),melri wright rp,,Life With A Baby,56,False
4804,Canadian Centre for Addictions - Cobourg,canadian centre for addictions cobourg,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",59,False
4805,Canadian Centre for Addictions - Port Hope,canadian centre for addictions port hope,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",59,False
4838,Providence Portland Medical Center Adult Outpatient Services,providence portland medical center adult outpatient services,,"Lakeridge Health, Durham Mental Health Services",57,False
4839,Lutheran Community Services NW,lutheran community services nw,,Eden Community Homes,70,False
4840,Cascadia Behavioral Healthcare Plaza Clinic,cascadia behavioral healthcare plaza clinic,,Huron Perth Healthcare Alliance,64,False
4841,Arbor Place Secure Treatment Facility,arbor place secure treatment facility,,Hanover Place,75,True
4842,Trillium Family Services,trillium family services,,"Keystone Child, Youth and Family Services",80,True
4843,Catholic Community Services,catholic community services,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",68,False
4844,Native American Rehabilitation Association (NARA) Totem Lodge,native american rehabilitation association totem lodge,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",59,False
4845,Legacy Emanuel Hospital And Health Center Unity Center,legacy emanuel hospital and health center unity center,,Huron Health System - Alexandra Marine and General Hospital,63,False
4846,Native American Rehabilitation Association Indian Health Clinic,native american rehabilitation association indian health clinic,,Canadian Mental Health Association. Simcoe County Branch,64,False
4849,The Bridge of Montclair,the bridge of montclair,,Consumer/Survivor Initiative of Niagara,53,False
4853,Arukah Counselling,arukah counselling,,Wellkin,77,True
4854,Psychotherapy Collective,psychotherapy collective,,Recovery Canada,47,False
4855,"Grey Matters International, Inc.",grey matters international inc,,National Eating Disorder Information Centre,53,False
4856,Psychotherapy Collective - Sarah Glinski,psychotherapy collective sarah glinski,,Recovery Canada,47,False
4857,Psychotherapy Collective - Tanya Beach,psychotherapy collective tanya beach,,Recovery Canada,53,False
4860,Pathways Community Mental Health Services,pathways community mental health services,,"Lakeridge Health, Durham Mental Health Services",78,True
4861,Recovery of Hope,recovery of hope,,Recovery Canada,75,True
4862,Segue Career Options,segue career options,,St Joseph's Health Care London,56,False
4864,Kids Help Phone,kids help phone,,Indwell,57,False
4868,Benbowopka Treatment Centre,benbowopka treatment centre,,National Eating Disorder Information Centre,59,False
4871,Larry's Place Fresh Start Shelter for Men (Elliot Lake),larry s place fresh start shelter for men,,Hanover Place,62,False
4872,Oaks Centre (Elliot Lake),oaks centre,,Southwest Ontario Aboriginal Health Access Centre,84,True
4874,Crawford Therapy,crawford therapy,,CMHA Thames Valley Addiction and Mental Health Services,50,False
4878,Talk Suicide,talk suicide,,Indwell,60,False
4879,ConnexOntario,connexontario,,"Ontario. Ministry of Labour, Immigration, Training and Skills Development",70,False
4881,Kids Help Phone,kids help phone,,Indwell,57,False
4882,Hope for Wellness Help Line,hope for wellness help line,,Wellkin,71,False
4883,National Indian Residential School Crisis Line,national indian residential school crisis line,,Indwell,60,False
4884,Talk4healing,talk4healing,,Parents For Children's Mental Health,64,False
4886,Trans Lifeline,trans lifeline,,PLEO - Parents' Lifeline,88,True
4888,Seniors Safety Line,seniors safety line,,PLEO - Parents' Lifeline,62,False
4889,Ontario Caregiver Helpline,ontario caregiver helpline,,Wellkin,71,False
4898,Trenton Military and Family Resource Centre,trenton military and family resource centre,,"Keystone Child, Youth and Family Services",65,False
4900,Canadian Mental Health Association Hastings Prince Edward Addictions and Mental Health Services,canadian mental health association hastings prince edward addictions and mental health services,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",85,True
4901,The Enrichment Centre for Mental Health,the enrichment centre for mental health,,Parents For Children's Mental Health,72,True
4902,Rapid Access Addiction Medicine Clinic,rapid access addiction medicine clinic,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",57,False
4910,Crisis Intervention Centre,crisis intervention centre,,National Eating Disorder Information Centre,70,False
4911,9-8-8 Suicide Crisis Helpline,9 8 8 suicide crisis helpline,,Wellkin,71,False
4922,Stouffville Medical - HealthSmart Physical Clinic,stouffville medical healthsmart physical clinic,-,Wellkin,57,False
4925,Primacy - Trinity Medical Centre & Travel Clinic,primacy trinity medical centre & travel clinic,-,Wellkin,71,False
4934,Thrive | Belleville and Quinte West Community Health Centre,thrive belleville and quinte west community health centre,,Eden Community Homes,75,True
4935,Sexual Assault Center for Quinte and District,sexual assault center for quinte and district,,YWCA Toronto - Housing and Supports,53,False
4936,Enrichment Centre for Mental Health,enrichment centre for mental health,,Parents For Children's Mental Health,73,True
4937,Youthab,youthab,,"Keystone Child, Youth and Family Services",86,True
4938,QHC Crisis Intervention Line,qhc crisis intervention line,,Indwell,60,False
4939,Sexual Assault Centre for Quinte & District,sexual assault centre for quinte & district,,Southwest Ontario Aboriginal Health Access Centre,51,False
4940,Three Oaks Foundation – Women’s Shelter,three oaks foundation women s shelter,,Recovery Canada,53,False
4941,Belleville & Quinte West Community Health Centre (Belleville Site),belleville & quinte west community health centre,,Eden Community Homes,75,True
4945,Community Mental Health Programs - District of Rainy River,community mental health programs district of rainy river,,Eden Community Homes,75,True
4959,Community Care Access Centre (CCAC),community care access centre,,Southwest Ontario Aboriginal Health Access Centre,68,False
4960,Northwestern Health Unit,northwestern health unit,,Brightshores Health System,62,False
4963,John Reesor Centre,john reesor centre,,National Eating Disorder Information Centre,67,False
4967,Starling Community Services,starling community services,,Eden Community Homes,67,False
4969,PASS Kit,pass kit,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",62,False
4973,Niagara Suicide Prevention Coalition (NSPC),niagara suicide prevention coalition,,Niagara (Region of). Public Health and Emergency Services,57,False
4975,Mackenzie Health,mackenzie health,,"Lakeridge Health, Durham Mental Health Services",75,True
4977,Victim Services of York Region,victim services of york region,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",58,False
4978,Yellow Brick House,yellow brick house,,Indwell,55,False
4980,Domestic Abuse and Sexual Assault (DASA) Care Centre of York Region,domestic abuse and sexual assault care centre of york region,,Southwest Ontario Aboriginal Health Access Centre,53,False
4981,"Sandgate, Women's Shelter of York Region Inc",sandgate women s shelter of york region inc,,St Joseph's Health Care London,54,False
4983,Assaulted Women's Helpline,assaulted women s helpline,,Wellkin,71,False
4984,York Region Centre for Community Safety,york region centre for community safety,,Eden Community Homes,65,False
4985,York Support Services Network - Developmental Services Office (DSO),york support services network developmental services office,,Family Mental Health Support Network of Niagara,60,False
4987,nan,nan,,National Eating Disorder Information Centre,80,True
4988,nan,nan,,National Eating Disorder Information Centre,80,True
4990,LAMP Community Health Centre,lamp community health centre,,Eden Community Homes,70,False
5001,Contact Niagara for Children's and Developmental Services,contact niagara for children s and developmental services,,Parents For Children's Mental Health,67,False
5002,Francophone Community Health Center,francophone community health center,,Eden Community Homes,70,False
5003,INCommunities Mental Health and Addictions Access Line,incommunities mental health and addictions access line,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",73,True
5005,Oak Center,oak center,,National Eating Disorder Information Centre,74,True
5006,Consumer Survivor Initiative (CSI),consumer survivor initiative,,Consumer/Survivor Initiative of Niagara,100,True
5007,Canadian Mental Health Association (CMHA),canadian mental health association,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",100,True
5008,Community Addiction Services of Niagara (CASON),community addiction services of niagara,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",67,False
5010,Distress Center of Niagara,distress center of niagara,,Family Mental Health Support Network of Niagara,70,False
5011,Community Mental Health Services - Public Health Niagara,community mental health services public health niagara,,Niagara (Region of). Public Health and Emergency Services,81,True
5012,RAFT,raft,,General Topics and Information - Halton Hills,75,True
5013,Niagara Health System,niagara health system,,Brightshores Health System,80,True
5014,The Renfrew Center Foundation,the renfrew center foundation,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",52,False
5020,Renfrew County Addiction Treatment System,renfrew county addiction treatment system,,Brightshores Health System,57,False
5021,Kids Help Phone,kids help phone,,Indwell,57,False
5023,ConnexOntario,connexontario,,"Ontario. Ministry of Labour, Immigration, Training and Skills Development",70,False
5026,BounceBack®,bounceback,,Canadian Mental Health Association. Simcoe County Branch,50,False
5028,Renfrew County Virtual Triage and Assessment Centre,renfrew county virtual triage and assessment centre,,Eden Community Homes,57,False
5033,Dynacare Laboratory and Health Services Centre,dynacare laboratory and health services centre,Hwy,HF Care,57,False
5054,Gallivan Mental Health and Wellness,gallivan mental health and wellness,,Indwell,86,True
5062,Health and Performance Centre (HPC),health and performance centre,,Southwest Ontario Aboriginal Health Access Centre,69,False
5063,Homewood Employee Health,homewood employee health,,Huron Perth Healthcare Alliance,57,False
5064,Distress and Crisis Ontario,distress and crisis ontario,,Spinal Cord Injury Ontario,61,False
5065,Talk4Healing,talk4healing,,Parents For Children's Mental Health,64,False
5066,Fem’aide,fem aide,,Huron Health System - Alexandra Marine and General Hospital,62,False
5067,Assaulted Women’s Help Line (AWHL),assaulted women s help line,,Wellkin,71,False
5068,Male Survivors of Sexual Violence/Abuse,male survivors of sexual violence abuse,,Consumer/Survivor Initiative of Niagara,53,False
5069,Hope for Wellness for Indigenous Peoples,hope for wellness for indigenous peoples,,Wellkin,71,False
5070,Sexual Health Ontario,sexual health ontario,,Southwest Ontario Aboriginal Health Access Centre,80,True
5072,Child & Family Resource Center Inc.,child & family resource center inc,,"Keystone Child, Youth and Family Services",64,False
5080,Canadian Centre for Addictions,canadian centre for addictions,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",59,False
5084,Clearview Residential Treatment Center,clearview residential treatment center,,Southwest Ontario Aboriginal Health Access Centre,54,False
5085,Clearview Residential Treatment Center,clearview residential treatment center,,Southwest Ontario Aboriginal Health Access Centre,54,False
5092,Pro Physio & Sport Medicine Centres Rockland,pro physio & sport medicine centres rockland,-,Canadian Mental Health Association Hastings Prince Edward,43,False
5093,Rosedale Clinic,rosedale clinic,,Huron Perth Healthcare Alliance,62,False
5124,CMHA-Sudbury/Manitoulin Main Site,cmha sudbury manitoulin main site,,CMHA Thames Valley Addiction and Mental Health Services,52,False
5142,Salem Clinic,salem clinic,,Huron Perth Healthcare Alliance,60,False
5146,Columbia Community Mental Health Cornerstone Residential Treatment Fac,columbia community mental health cornerstone residential treatment fac,,Eden Community Homes,65,False
5147,Columbia Community Mental Health Creekside Center,columbia community mental health creekside center,,Eden Community Homes,65,False
5153,ED Emmanuel Homes LLC,ed emmanuel homes llc,,Eden Community Homes,65,False
5161,Family Counselling Centre Sarnia-Lambton Helpline,family counselling centre sarnia lambton helpline,,Wellkin,71,False
5166,HART Hub,hart hub,,General Topics and Information - Halton Hills,62,False
5168,Sault and Area Drug Strategy,sault and area drug strategy,,Niagara (Region of). Public Health and Emergency Services,55,False
5169,Group Health Centre Trust Fund,group health centre trust fund,,Southwest Ontario Aboriginal Health Access Centre,60,False
5170,Phoenix Rising Womens Centre and Non Profit Homes Inc.,phoenix rising womens centre and non profit homes inc,,Eden Community Homes,60,False
5171,Victim Services of Algoma,victim services of algoma,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",65,False
5172,Breaking Away,breaking away,,Wellkin,57,False
5173,Sault Area Hospitals,sault area hospitals,,Huron Health System - Alexandra Marine and General Hospital,71,False
5174,The Royal Ottawa Health Care Group,the royal ottawa health care group,,St Joseph's Health Care London,59,False
5186,Northway Wellness Centre,northway wellness centre,,Wellkin,71,False
5189,CAMH (Centre for Addiction and Mental Health),camh,,CMHA Thames Valley Addiction and Mental Health Services,86,True
5190,Scarborough General Hospital,scarborough general hospital,,Huron Health System - Alexandra Marine and General Hospital,76,True
5192,Telehealth Ontario,telehealth ontario,,Southwest Ontario Aboriginal Health Access Centre,69,False
5193,ConnexOntario,connexontario,,"Ontario. Ministry of Labour, Immigration, Training and Skills Development",70,False
5198,Canadian Centre for Mental Health and Sport,canadian centre for mental health and sport,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",75,True
5199,Bluebonnet Trails Community Services,bluebonnet trails community services,,Eden Community Homes,67,False
5200,Crawford Therapy,crawford therapy,,CMHA Thames Valley Addiction and Mental Health Services,50,False
5201,West Parry Sound Health Centre,west parry sound health centre,,St Joseph's Health Care London,64,False
5203,District of Parry Sound Social Services Administration Board (DSSAB),district of parry sound social services administration board,,"Keystone Child, Youth and Family Services",53,False
5206,Canadian Mental Health Association,canadian mental health association,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",100,True
5207,Community Counselling & Resource Centre (CCRC),community counselling & resource centre,,Wellkin,71,False
5216,Canadian Centre for Addictions (Port Hope),canadian centre for addictions,King St,Peterborough Family Health Team,34,False
5218,Apalachee Center,apalachee center,,Southwest Ontario Aboriginal Health Access Centre,62,False
5219,Bright Future Behavioral Health,bright future behavioral health,,Southwest Ontario Aboriginal Health Access Centre,58,False
5220,Togetherness Foundation,togetherness foundation,,Southwest Ontario Aboriginal Health Access Centre,55,False
5227,Sound Youth Counselling,sound youth counselling,-,Wellkin,77,True
5231,Addiction Outreach,addiction outreach,Main St E,Mental Health Rights Coalition,48,False
5244,The Art of Possibilities,the art of possibilities,King St,Peterborough Family Health Team,40,False
5261,Rapid Access Addictions Medicine Clinic (RAAM),rapid access addictions medicine clinic,,Indwell,57,False
5262,Crisis Response Service,crisis response service,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",65,False
5263,Nishnawbe Aski Mental Health Wellness Support Access Program (NAN Hope),nishnawbe aski mental health wellness support access program,,Wellkin,71,False
5278,"Home & Community Care Support Services, South East",home & community care support services south east,,Eden Community Homes,70,False
5306,Équipe Santé Ontario Cochrane District Ontario Health Team (ÉSOCDOHT),équipe santé ontario cochrane district ontario health team,,Brightshores Health System,68,False
5310,Services communautaires pour les handicaps mentaux,services communautaires pour les handicaps mentaux,,Eden Community Homes,55,False
5311,Services de soutien communautaire,services de soutien communautaire,,Eden Community Homes,61,False
5320,NYC Well,nyc well,,Indwell,73,True
5357,Kids Help Line,kids help line,,Wellkin,71,False
5365,Brightshores Health System – Wellness & Recovery Centre,brightshores health system wellness & recovery centre,,Brightshores Health System,100,True
5367,Palliative Care Bruce Peninsula Hospice,palliative care bruce peninsula hospice,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",56,False
5368,Grey Bruce Hospice,grey bruce hospice,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",71,False
5369,Dale Brain Injury Services,dale brain injury services,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",65,False
5371,Outreach Community Support,outreach community support,,Eden Community Homes,65,False
5375,Canadian Centre for Addictions,canadian centre for addictions,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",59,False
5397,"Monika Georgieva, RP",monika georgieva rp,,Niagara (Region of). Public Health and Emergency Services,57,False
5398,"Ojasvi Bhardwaj, RP",ojasvi bhardwaj rp,,Niagara (Region of). Public Health and Emergency Services,44,False
5402,"Ryta Marie Peschka, RP",ryta marie peschka rp,,Huron Health System - Alexandra Marine and General Hospital,57,False
5405,"Tanya Beach, RP (Qualifying)",tanya beach rp,,Canadian Mental Health Association. Simcoe County Branch,61,False
5410,"Depression Counselor Kevin Alderson, Ph.D.",depression counselor kevin alderson ph d,,Indwell,57,False
5418,"Depression Counselor Bojena Kelmendi, M.S.W. R.S.W.",depression counselor bojena kelmendi m s w r s w,,Responsible Gambling Council,52,False
5420,"Depression Counselor Ojasvi Bhardwaj, RP",depression counselor ojasvi bhardwaj rp,,Responsible Gambling Council,52,False
5425,Addiction Services of Thames Valley,addiction services of thames valley,,CMHA Thames Valley Addiction and Mental Health Services,96,True
5427,Humana Community Services (previously WAYS Mental Health Support),humana community services,,"Keystone Child, Youth and Family Services",70,False
5428,My Sister's Place - CMHA,my sister s place cmha,,Hanover Place,62,False
5436,Ontario Association of Mental Health Professionals,ontario association of mental health professionals,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",67,False
5438,Bernardita Díaz Bustamante,bernardita díaz bustamante,,Recovery Canada,48,False
5443,mind your mind,mind your mind,,"Keystone Child, Youth and Family Services",64,False
5446,"St. Joseph's Healthcare, Hamilton",st joseph s healthcare hamilton,West,St. Joseph's Healthcare Hamilton,100,True
5447,St. Clair County Community Mental Health,st clair county community mental health,,Eden Community Homes,70,False
5448,Gateway Rehab,gateway rehab,,National Eating Disorder Information Centre,50,False
5449,St. Clair Hospital Breast Care Center,st clair hospital breast care center,,Southwest Ontario Aboriginal Health Access Centre,58,False
5450,St. Clair Health,st clair health,,St Joseph's Health Care London,75,True
5451,St. Clair Hospital Diabetes Center,st clair hospital diabetes center,,Southwest Ontario Aboriginal Health Access Centre,55,False
5452,Washington Health System Nephrology,washington health system nephrology,,Brightshores Health System,72,True
5457,Doorways (St. John's),doorways,,YWCA Toronto - Housing and Supports,50,False
5458,Doorways (Rural Avalon),doorways,,YWCA Toronto - Housing and Supports,50,False
5459,Doorways (Clarenville),doorways,,YWCA Toronto - Housing and Supports,50,False
5460,Doorways (Bonavista),doorways,,YWCA Toronto - Housing and Supports,50,False
5461,Burin Peninsula Mental Health and Addictions Services,burin peninsula mental health and addictions services,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",84,True
5462,Mental Health Crisis Line,mental health crisis line,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",72,True
5463,Family Liaison Officer,family liaison officer,,"Keystone Child, Youth and Family Services",59,False
5464,Operational Stress and Injury Support Group (OSISS),operational stress and injury support group,,Spinal Cord Injury Ontario,58,False
5465,Military Family Resource Centre,military family resource centre,,Southwest Ontario Aboriginal Health Access Centre,55,False
5466,Psychiatric Assessment Unit (PAU),psychiatric assessment unit,,Canadian Mental Health Association. Simcoe County Branch,52,False
5467,Central Intake for Child and Adolescent Mental Health and Addictions Services,central intake for child and adolescent mental health and addictions services,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",72,True
5468,Central Intake for Adult Mental Health and Addictions Services,central intake for adult mental health and addictions services,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",78,True
5469,Recovery Centre,recovery centre,,Recovery Canada,81,True
5476,Canadian Suicide Prevention Services,canadian suicide prevention services,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",66,False
5478,WellCan,wellcan,,Indwell,73,True
5479,Stronger Minds,stronger minds,,"Ontario. Ministry of Labour, Immigration, Training and Skills Development",59,False
5480,Silver Cloud,silver cloud,,Spinal Cord Injury Ontario,61,False
5481,Mental Health Works,mental health works,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",81,True
5482,Unity Health St. Joseph’s Health Centre,unity health st joseph s health centre,,St Joseph's Health Care London,80,True
5484,St. Joseph's Health Centre,st joseph s health centre,,St Joseph's Health Care London,92,True
5486,nan,nan,,National Eating Disorder Information Centre,80,True
5490,Regional Mental Health Care St. Thomas,regional mental health care st thomas,,CMHA Thames Valley Addiction and Mental Health Services,66,False
5491,nan,nan,,National Eating Disorder Information Centre,80,True
5509,Health Clinic,health clinic,Talbot St,Wellkin Child and Youth Mental Wellness,55,False
5510,Ahmad & Associates Neuropsychology,ahmad & associates neuropsychology,-,Canadian Mental Health Association Hastings Prince Edward,44,False
5533,Cornerstone Retirement Living,cornerstone retirement living,,PLEO - Parents' Lifeline,55,False
5534,Stoney Creek Family Doctors and Walk-In Clinic,stoney creek family doctors and walk in clinic,King St E,Institute for Advancements in Mental Health,49,False
